code,name_latin,name_en,name_fr
456,Synaphobranchinae s.f.,Synaphobranchinae s.f.,Synaphobranchinae s.f.
457,Simenchelyinae s.f.,"Eels,snubnose (ns)",Anguilles … nez court
458,Dysomminae s.f.,Dysomminae s.f.,Dysomminae s.f.
459,Dysomma sp.,Dysomma sp.,Dysomma sp.
460,Lampanyctus intricarius,Lampanyctus intricarius,Lampanyctus intricarius
461,Lampadena atlantica,Lampadena atlantica,Lampadena atlantica
462,Bolinichthys supralateralis,Bolinichthys supralateralis,Bolinichthys supralateralis
463,Nemichthyidae f.,"Eels,snipe (ns)",Avocettes
464,Nemichthys sp.,Nemichthys sp.,Nemichthys sp.
465,Lampanyctus photonotus,Lampanyctus photonotus,Lampanyctus photonotus
466,Diogenichthys atlanticus,Diogenichthys atlanticus,Diogenichthys atlanticus
467,Hygophum taaningi,Hygophum taaningi,Hygophum taaningi
468,Ceratoscopelus warmingii,Ceratoscopelus warmingii,Ceratoscopelus warmingii
469,Lepidophanes gaussi,Lepidophanes gaussi,Lepidophanes gaussi
470,Moringuidea f.,Moringuidea f.,Moringuidea f.
471,Morginua edwardsi,Morginua edwardsi,Morginua edwardsi
472,Neoconger mucronatus,Neoconger mucronatus,Neoconger mucronatus
473,Benthosema suborbitale,Benthosema suborbitale,Lanterne feu-avant
474,Myctophum nitidulum,Myctophum nitidulum,Myctophum nitidulum
475,Nettastomatidae f.,Nettastomatidae f.,Nettastomatidae f.
476,Nettastoma sp.,Nettastoma sp.,Nettastoma sp.
477,Hoplunnis sp.,Hoplunnis sp.,Hoplunnis sp.
478,Notoscopelus caudispinosus,Notoscopelus caudispinosus,Notoscopelus caudispinosus
479,Macroparalepis affine,Macroparalepis affine,Macroparalepis affine
480,Xenocongridae f.,Xenocongridae f.,Xenocongridae f.
481,Chlopsis bicolor,Chlopsis bicolor,Chlopsis bicolor
482,Kaupichthys hyoproroides,Kaupichthys hyoproroides,Kaupichthys hyoproroides
483,Lestrolepis intermedia,Lestrolepis intermedia,Lestrolepis intermedia
484,Paralepis elongata,Paralepis elongata,Paralepis elongata
485,Muraenesocidae f.,Muraenesocidae f.,Muraenesocidae f.
486,Paraxenomystax sp.,Paraxenomystax sp.,Paraxenomystax sp.
487,Lestidiops sp.,Lestidiops sp.,Lestidiops sp.
488,Evermanella indica,Evermanella indica,Evermanella indica
489,Scopelosaurus argenteus,Scopelosaurus argenteus,Scopelosaurus argenteus
490,Halosauridae f.,Halosaurus (ns),Halosaures
491,Tiluropsis sp.,Tiluropsis sp.,Tiluropsis sp.
492,Scopelosaurus smithii,Scopelosaurus smithii,Scopelosaurus smithii
493,Melamphaes typhlops,Melamphaes typhlops,Melamphaes typhlops
494,Scopeloberyx robustus,Scopeloberyx robustus,Scopeloberyx robustus
495,Pterycombus brama,Pterycombus brama,Poisson-‚ventail Atlantique
496,Draconetta acanthopoma,Draconetta acanthopoma,Dragonnet
497,Pristipomoides aquilonaris,Pristipomoides aquilonaris,Colas vorace
498,Anthias nicholsi,Yellowfin bass,Anthias nicholsi
499,Ophichthus puncticeps,Ophichthus puncticeps,Serpenton ocell‚
500,Liparis sp.,Seasnail unspecified,Limace non sp‚cifi‚e
501,Cyclopterus lumpus,Lumpfish,Grosse poule de mer
502,Eumicrotremus spinosus,Atlantic spiny lumpsucker,Petite poule de mer atlantique
503,Liparis atlanticus,Atlantic seasnail,Limace atlantique
504,Liparis liparis,Striped seasnail,Limace barr‚e
505,Liparis fabricii,Gelatinous seasnail,Limace g‚latineuse
506,Liparis tunicatus,Greenland seasnail,Limace de laminaires
507,Careproctus longipinnis,Longfin seasnail,Limace … longues nageoires
508,Liparis inquilinus,Inquiline seasnail,Limaces des pectens
509,Eumicrotremus derjugini,Atherfin lumpsucker,Petite poule de mer arctique
510,Opsanus tau,Toad fish,Opsanus tau
511,Paraliparis copei,Blacksnout seasnail,Limace … museau noir
512,Liparis gibbus,Dusky seasnail,Limace marbr‚e
513,Liparis coheni,Gulf sea snail,Liparis coheni
514,Cyclopteridae includes liparidae,"Lumpfish,seasnail(ns)",Poules de mer
515,Careproctus  sp.,Seasnail (ns),Limaces sp.
516,Serranus sp.,Serranus sp.,Serranus sp.
517,Ahliesaurus berryi,Ahliesaurus berryi,Ahliesaurus berryi
518,Aristostomias lunifer,Aristostomias lunifer,Aristostomias lunifer
519,Aristostomias polydactylus,Aristostomias polydactylus,Aristostomias polydactylus
520,Careproctus reinhardi,Sea tadpole,Petite limace de mer
521,Astronesthes cyaneus,Astronesthes cyaneus,Astronesthes cyaneus
522,Astronesthes leucopogon,Astronesthes leucopogon,Astronesthes leucopogon
523,Astronesthes niger,Astronesthes niger,Dragon-saumon noir
524,Astronesthes similis,Astronesthes similis,Astronesthes similis
525,Bathophilus proximus,Bathophilus proximus,Bathophilus proximus
526,Bathylagus berycoides,Bathylagus berycoides,Bathylagus berycoides
527,Benthalbella infans,Benthalbella infans,Oeil-perl‚ nordique
528,Benthodesmus sp.,Benthodesmus sp.,Benthodesmus sp.
529,Bolinichthys indicus,Bolinichthys indicus,Bolinichthys indicus
530,Chaunax sp.,Chaunax sp.,Chaunax sp.
531,Cubiceps sp.,Cubiceps sp.,Cubiceps sp.
532,Cubiceps gracilis,Cubiceps gracilis,Pompile ‚lanc‚
533,Coccorella atlantica,Coccorella atlantica,Coccorella atlantica
534,Cubiceps capensis,Cubiceps capensis,Pompile du Cap
535,Diaphus fragilis,Diaphus fragilis,Diaphus fragilis
536,Diaphus holti,Diaphus holti,Diaphus holti
537,Diaphus roei,Diaphus roei,Diaphus roei
538,Diplophus taenia,Diplophus taenia,Diplophus taenia
539,Dolichopteryx binocularis,Dolichopteryx binocularis,Dolichopteryx binocularis
540,Diaphus taaningi,Diaphus taaningi,Diaphus taaningi
541,Echiostoma barbatum,Echiostoma barbatum,Echiostoma barbatum
542,Eustomias bibulbosus,Eustomias bibulbosus,Eustomias bibulbosus
543,Eustomias dubius,Eustomias dubius,Eustomias dubius
544,Eustomias filifer,Eustomias filifer,Eustomias filifer
545,Eustomias obscurus,Eustomias obscurus,Eustomias obscurus
546,Eustomias schmidti,Eustomias schmidti,Eustomias schmidti
547,Eustomias tetranema,Eustomias tetranema,Eustomias tetranema
548,Gonostoma  sp.,Anglemouths (ns),Gonostomes
549,Lampadena chavesi,Lampadena chavesi,Lampadena chavesi
550,Lampanyctus lineatus,Lampanyctus lineatus,Lampanyctus lineatus
551,Lampanyctus nobilis,Lampanyctus nobilis,Lampanyctus nobilis
552,Lepidophanes sp.,Lepidophanes sp.,Lepidophanes sp.
553,Lestidiops affinis,Lestidiops affinis,Lestidiops affinis
554,Linophryne sp.,Linophryne sp.,Linophryne sp.
555,Lophotus lacepedei,Lophotus lacepedei,Lophotus lacepedei
556,Macrorhamphosus scolopax,Longspine snipefish,Macrorhamphosus scolopax
557,Melamphaes suborbitalis,Melamphaes suborbitalis,Melamphaes suborbitalis
558,Melamphaeidae,Melamphaeidae,Melamphaeidae
559,Myctophum selenops,Myctophum selenops,Myctophum selenops
560,Osteichthyes c.,"Fishes,bony (ns)",Poissons osseux
561,Nansenia oblita,Nansenia oblita,Argentine oubli‚e
562,Nemichthys curvirostris,Nemichthys curvirostris,Nemichthys curvirostris
563,Neoepinnula orientalis,Neoepinnula orientalis,Neoepinnula orientalis
564,Opisthoproctus soleatus,Opisthoproctus soleatus,Opisthoproctus soleatus
565,Paralepis  sp.,Barracudina (ns),Lussions
566,Photonectes sp.,Photonectes sp.,Photonectes sp.
567,Neoconger sp.,Neoconger sp.,Neoconger sp.
568,Poecilopsetta sp.,Poecilopsetta sp.,Poecilopsetta sp.
569,Poromitra sp.,Poromitra sp.,Poromitra sp.
570,Scopelarchus michaelsarsi,Scopelarchus michaelsarsi,Scopelarchus michaelsarsi
571,Scopelogadus sp.,Scopelogadus sp.,Scopelogadus sp.
572,Scopelosaurus sp.,Scopelosaurus (ns),Guetteurs
573,Squaliolus laticaudus,Squaliolus laticaudus,Squaliolus laticaudus
574,Stomias brevibarbatus,Stomias brevibarbatus,Dragon
575,Stylephorus chordatus,Stylephorus chordatus,Stylephorus chordatus
576,Synagrops bella,Blackmouth bass,Beau gueulard
577,Zenion hololepis,Zenion hololepis,Zenion hololepis
578,Chaetodon sp.,Chaetodon sp.,Chaetodon sp.
579,Ariosoma balearicum,Bandtooth conger,Congre des Bal‚ares
580,Peristedion sp.,Peristedion sp.,Peristedion sp.
581,Bathyclupea argentea,Bathyclupea argentea,Bathyclupea argentea
582,Epigonus occidentalis,Epigonus occidentalis,Epigonus occidentalis
583,Aristostomias photodactylus,Aristostomias photodactylus,Aristostomias photodactylus
584,Acanthurus sp.,Acanthurus sp.,Acanthurus sp.
585,Coryphaena equiselis,Coryphaena equiselis,Coryph_ne dauphin
586,Parablennius marmoreus,Seaweed blenny,Parablennius marmoreus
587,Epigonus pandionis,Epigonus pandionis,Epigonus pandionis
588,Scopelosaurus lepidus,Scopelosaurus lepidus,Guetteur … nageoire noire
589,Raja bigelow,Raja bigelow,Raja bigelow
590,Ammodytidae f.,Sand lances (ns),Lan‡ons
591,Breviraja spinosa,Breviraja spinosa,Breviraja spinosa
592,Shark (ns),Shark (ns),Requin (ns)
593,Chlorophthalamidae,Greeneyes (ns),Oeil-verts
594,Alepocephalus agassizii,"Smoothhead,agassiz's",Aloc‚phale d'Agassiz
595,Cyttus roseus,Red dory,Cyttus roseus
596,Bajacalifornia megalops,Bigeye smooth-head,Bajacalifornia megalops
597,Blenniidae sp.,Blenniidae sp.,Blenniidae sp.
598,Zoarcidae f.,Eelpouts (ns),Lycodes
599,Ammodytes americanus,American sand lance,Lan‡on d'Am‚rique
600,Anguilla rostrata,American eel,Anguille am‚ricaine
601,Simenchelys parasiticus,Snubnose eel,Anguille … nez court
602,Synaphobranchus kaupi,Gray's cutthroat eel,Anguille ‚gorg‚e b‚cu‚e
603,Lycenchelys verrilli,Wolf eelpout,Lycode … tˆte longue
604,Nemichthys scolopaceus,Slender snipe eel,Avocette ruban
605,Blennioidei s.o.-obsolete-,"Blennies,shannies,gunnels",Blennioidei s.o.-obsolete-
606,Gymnothorax funebris,Green moray,Mur_ne verte
607,Nessorhamphus ingolfianus,Duckbill oceanic eel,Nesso
608,Conger oceanicus,Conger eel,Congre am‚ricain
609,Ophichthus cruentifer,Margined snake eel,Ophichthus cruentifer
610,Ammodytes dubius,Northern sand lance,Lan‡on du nord
611,Ammodytes sp.,Sand lance (ns),Ammodytes sp.
612,Derichthys serpentinus,Neckeel,Derichthys serpentinus
613,Serrivomer beani,Stout sawpalate,Serrivomer trapu
614,Eurypharynx pelecanoides,Pelican gulper,Grand gousier p‚lican
615,Lipogenys gillii,Backfin tapirfish,Tapir … dorsale
616,Gymnelis viridis,Fish doctor,Unernak
617,Lycenchelys paxillus,Common wolf eel,Lycode commune
618,Lycenchelys sarsi,Sars wolf eel,Lycode de Sars
619,Lycodes terraenova,Newfoundland eelpout,Lycodes terraenova
620,Lycodes lavalaei,Laval's eelpout,Lycode de Laval
621,Pholis gunnellus,Rock gunnel,Sigouine de roche
622,Lumpenus lumpretaeformis,Snakeblenny,Lomp‚nie serpent
623,Leptoclinus maculatus,Daubed shanny,Lomp‚nie tachet‚e
624,Stichaeus punctatus,Arctic shanny,Stich‚e arctique
625,Ulvaria subbifurcata,Radiated shanny,Ulvaire deux-lignes
626,Eumesogrammus praecisus,Fourline snake blenny,Quatre-lignes atlantique
627,Lycodes pallidus,Pale eelpout,Lycode pale
628,Lycodes polaris,Polar eelpout,Lycode polaire
629,Chirolophus ascanii,Yarrell's blenny,Toupet marbr‚
630,Cryptacanthodes maculatus,Wrymouth,Terrassier tachet‚
631,Lumpenus fabricii,Slender eelblenny,Lomp‚nie ‚lanc‚e
632,Lumpenus medius,Stout eelblenny,Lomp‚nie naine
633,Pholis fasciata,Banded gunnel,Sigouine rubann‚e
634,Anguilloidei s.o.,Unidentified eels,Anguilloidei s.o.
635,Callionymidae f.,Dragonets,Dragonnets
636,Perciformes o.,Perchlike fishes,Percoides
637,Callionymus agassizi,Spotfin dragonet,Callionymus agassizi
638,Serrivomer brevidentatus,Serrivomer brevidentatus,Serrivomer … dents courtes
639,Stichaeidae f.,Pricklebacks,Stich‚es
640,Zoarces americanus,Ocean pout,Loquette d'Am‚rique
641,Lycodes reticulatus,Arctic eelpout,Lycode arctique
642,Lycodes sp.,Eelpout unspecified,Lycode non sp‚cifi‚e
643,Lycodes esmarki,Esmark's eelpout,Grande lycode (Esmark)
644,Blennioidei s.o.,"Blennies,shannies,gunnels",Blennies
645,Lumpenidae f.,Shanny-unidentified,Lomp‚nies
646,Melanostigma atlanticum,Atlantic soft pout,Molasse atlantique
647,Lycodes vahlii,Vahl's checker eelpout,Lycode de Vahl
648,Anguillidae f.,Eel-unidentified,Anguilles
649,Ophidiidae includes brotulidae f.,Cusk-eels,Brotulas
650,Lepophidium cervinum,Fawn cusk eel,Donzelle fauve
651,Anguilla anguilla,European eel,Anguilla anguilla
652,Percoidea s.o.,Percoidei f.,Percoides
653,Callionymus bairdi,Coral dragonet,Callionymus bairdi
654,Ophidion selenops,Mooneye cusk-eel,Donzelle … grands yeux
655,Bythitidae f.,Bythitidae f.,Bythitidae f.
656,Serrivomer sp.,Serrivomer sp.,Serrivomer sp.
657,Callionymus sp.,Callionymus sp.,Callionymus sp.
658,Callionymus pauciradiatus,Callionymus pauciradiatus,Callionymus pauciradiatus
659,Facciolella sp.,Facciolella sp.,Facciolella sp.
660,Ophidioidei s.o.,Cusk eels (ns),Brotulas
661,Hemanthias vivanus,Red barbier,Hemanthias vivanus
662,Notacanthidae f.,Spiny eels (ns),Anguilles ‚pineuses
663,Diplectrum sp.,Diplectrum sp.,Diplectrum sp.
664,Mycteroperca sp.,Sea basses,Mycteroperca sp.
665,Melanostomiatidae (stomiatidae),"Dragonfishes,smooth",Dragons lisses
666,Lestidium atlanticum,Lestidium atlanticum,Lestidium atlanticum
667,Vinciguerria poweriae,Vinciguerria poweriae,Vinciguerria poweriae
668,Anthias sp.,Anthias sp.,Anthias sp.
669,Atherinidae f.,Atherinidae f.,Capucettes
670,Eustomias fissibarbis,Eustomias fissibarbis,Eustomias fissibarbis
671,Vinciguerria attenuata,Vinciguerria attenuata,Vinciguerria attenuata
672,Pontinus sp.,Pontinus sp.,Pontinus sp.
673,Synagrops spinosa,Synagrops spinosa,Synagrops spinosa
674,Paralepis coregonoides,Paralepis coregonoides,Lussion bor‚al
675,Syngnathus dunckeri,Pugnose pipefish,Syngnathus dunckeri
676,Syngnathus springeri,Bull pipefish,Syngnathe bouledogue
677,Epigonus denticulatus,Epigonus denticulatus,Epigonus denticulatus
678,Hemiramphus brasiliensis,Ballyhoo,Demi-bec br‚silien
679,Valenciennellus tripunctulatus,Valenciennellus tripunctulatus,Valenciennellus tripunctulatus
680,Stomiatiformes (order),Stomiatiformes (order),Stomiatiformes (order)
681,Scopelarchus analis,Scopelarchus analis,Oeil-perl‚ … ventre noir
682,Hirundichthys affinis,Fourwing flying fish,Exocet … frange blanche
683,Oneirodidae f.,Oneirodidae f.,Oneirodidae f.
684,Vinciguerria nimbaria,Vinciguerria nimbaria,Vinciguerria nimbaria
685,Apogon pseudomaculatus,Twospot cardinalfish,Apogon pseudomaculatus
686,Melamphaes sp.,Melamphaes sp.,Melamphaes sp.
687,Ceratioidei s.o.,Ceratioidei s.o.,Ceratioidei s.o.
688,Lestidiops jayakari,Lestidiops jayakari,Lestidiops jayakari
689,Trichiuridae f.,Cutlassfishes (ns),Ceintures d'argent
690,Bregmaceros sp.,Bregmaceros sp.,Bregmaceros sp.
691,Sudis hyalina,Sudis hyalina,Sudis hyalina
692,Diodontidae f.,Porcupinefishes (ns),Atingas
693,Symphurus minor,Largescale tonguefish,Sole … grandes ‚cailles
694,Ogcocephalidae f.,Batfishes,Chauve-souris
695,Diplectrum formosum,Sand perch,Diplectrum formosum
696,Cyclothone acclinidens,Cyclothone acclinidens,Cyclothone acclinidens
697,Apogonidae f.,Cardinal fishes,Apogons
698,Epinephelus niveatus,Snowy grouper,M‚rou
699,Polyprion americanus,Atlantic wreckfish,Cernier atlantique
700,Argyropelecus aculeatus,Atlantic silver hatchfish,Hache d'argent … grandes ‚pines
701,Peprilus triacanthus,Butterfish,Stromat‚e … fossette
702,Syngnathus fuscus,Northern pipefish,Syngnathe brun
703,Syngnathus pelagicus,Pelagic pipefish,Syngnathe sargassier
704,Zenopsis ocellata,American john dory,Z‚e boucl‚e d'Am‚rique
705,Argyropelecus gigas,Argyropelecus gigas,Argyropelecus gigas
706,Argyropelecus hemigymnus,Argyropelecus hemigymnus,Argyropelecus hemigymnus
707,Argyropelecus lychnus lychnus,Argyropelecus lychnus lychnus,Argyropelecus lychnus lychnus
708,Polyipnus asteroides,Polyipnus asteroides,Dix-bardes … ‚pines courtes
709,Sternoptyx diaphana,Transparent hatchetfish,Hache d'argent diaphane
710,Alepisaurus ferox,Longnose lancetfish,Cavalo f‚roce
711,Paralepis atlantica,Short barracudina,Lussion … bec de canard
712,Notolepis rissoi kroyeri,White barracudina,Lussion blanc
713,Paralepididae f.,"Barracudina,unid",Lussions
714,Benthodesmus elongatus simonyi,Frostfish,Sabre d'argent
715,Serranidae f.,Sea basses,Bars
716,Borostomias antarcticus,Straightline dragonfish,Dragon-saumon … grands yeux
717,Grammatostomias dentatus,Torpedo dragonfish,Dragon-torpille
718,Melanostomias spilorhynchus,Bluenose dragonfish,Dragon … nez bleu
719,Odontostomias sp.,Odontostomias sp.,Odontostomias sp.
720,Scomberesox saurus,Atlantic saury / needlefish,Balaou
721,Trigonolampa miriceps,3light dragonfish,Dragon trois-lampes
722,Bathophilus metallicus,Bathophilus metallicus,Bathophilus metallicus
723,Idiacanthus fasciola,Ribbon sawtailfish,Idiacanthe ruban
724,Alepocephalus bairdii,Bairds smoothead,Aloc‚phale multirai
725,Xenodermichthys copei,Atlantic gymnast,Gymnaste atlantique
726,Mentodus rostratus,Mentodus rostratus,Mentodus rostratus
727,Notolepis rissoi,White barracudina,Notolepis rissoi
728,Paralepis atlantica atlantica,Short barracudina,Paralepis atlantica atlantica
729,Omosudis lowei,Omosudis lowei,Poisson … licou
730,Mola mola,Ocean sunfish,Poisson lune
731,Alepisaurus brevirostris,Shortnose lancetfish,Cavalo ocell‚
732,Anotopterus pharao,Daggertooth,Pharaon
733,Evermannella sp.,Evermannella sp.,Evermannella sp.
734,Cypselurus furcatus,Spotfin flyingfish,Exocet … nageoires tachet‚es
735,Cypselurus heterurus,Atl flyingfish,Cypselurus heterurus
736,Hirundichthys rondeletti,Blackwing flyingfish,Exocet … nageoires noire
737,Hyporhamphus sp.,Common halfbeak,Hyporhamphus sp.
738,Fundulus diaphanus,Banded killifish,Petit barr‚
739,Polyacanthonotus rissoanus,Shortspine tapirfish,Tapir … petites ‚pines
740,Notacanthus chemnitzi,Spiny eel,Tapir … grandes ‚cailles
741,Sternoptychidae f.,Hatchetfish,Haches d'argent
742,Dibranchus atlanticus,Atlantic batfish,Chauve-souris atlantique
743,Hyperoglyphe perciformis,American barrelfish,Pompile d'Am‚rique
744,Polymixia nobilis,Stout beard fish,Gros barbudo
745,Gonostomatidae f. (ns),Anglemouth,Cyclothones
746,Sphoeroides maculatus,Northern puffer,Sph‚ro‹de du nord
747,Coryphaena hippurus,Dolphinfish,Dauphin
748,Exocoetidae f.,Flying fish (unidentified),Exocets
749,Conocara salmonea,Slickhead,Conocara salmonea
750,Howella brodiei,Cardinalfish,Howella brodiei
751,Pontinus rathbuni,Highfin scorpionfish,Pontinus rathbuni
752,Pollichthys mauli,Mauls anglemouth,Pollichthys mauli
753,Cyclothone alba,Albino anglemouth,Cyclothone alba
754,Cyclothone braueri,Brauers anglemouth,Cyclothone … queue tachet‚e
755,Cyclothone sp.,Anglemouth (ns),Cyclothones
756,Stomias sp.,Dragonfish unid,Stomias sp.
757,Physiculus fulvus,Little morid,Physicule fauve
758,Lobianchia dofleini,Dofleins lanternfish,Lobianchia dofleini
759,Syngnathus sp.,Pipefish uniden.,Syngnathus sp.
760,Melanocetus johnsoni,M. E. Johnsoni,Melanocetus johnsoni
761,Chaenophryne longiceps,Chaenophryne longiceps,Chaenophryne longiceps
762,Dolopichthys allector,Dolopichthys allector,Dolopichthys allector
763,Lasiognathus beebei,Lasiognathus beebei,Lasiognathus beebei
764,Leptacanthichthys gracilispinis,Leptacanthichthys gracilispinis,Leptacanthichthys gracilispinis
765,Lophodolus acanthognathus,Lophodolus acanthognathus,Lophodolus acanthognathus
766,Microlophichthys microlophus,Microlophichthys microlophus,Microlophichthys microlophus
767,Oneirodes eschrichtii,Oneirodes eschrichtii,Oneirodes eschrichtii
768,Oneirodes sp.,Oneirodes sp.,Oneirodes sp.
769,Fundulus heteroclitus,Mummichog,Choquemort
770,Menidia menidia,Atlantic silverside,Capucette
771,Polymixia lowei,Beardfish,Barbudo des caraibes
772,Diretmus argenteus,Spinyfin,Rayon ‚pineux
773,Gephyroberyx darwini,Gephyroberyx darwini,Gephyroberyx darwini
774,Anoplogaster cornuta,Ogrefish,Anoplogaster cornuta
775,Beryx decadactylus,Alfonsin a casta larga,B‚ryx commun
776,Beryx splendens,Alfonsin a casta,Alfonsin long
777,Xenolepidichthys americanus,Grammicolepid,Pallissade … ‚pines plates
778,Lampris guttatus,Opah,Opah
779,Hippocampus erectus,Lined seahorse,Hyppocampe mouchet‚
780,Fistularia tabacaria,Bluespotted cornetfish,Fistulaire tabac
781,Apogon maculatus,Flumefish,Apogon maculatus
782,Apogon sellicaude,Apogon sellicaude,Apogon sellicaude
783,Howella sherborni,Sherborns cardinalfish,Apogon de Sherborn
784,Aphanopus carbo,Black scabbardfish,Aphanope charbon
785,Ariomma bondi,Silver-rag,Ariomma bondi
786,Schedophilus medusophagus,Cornish blackfish,Pompile brun
787,Centrolophus niger,Black ruff,Pompile noir
788,Nomeus gronovii,Man-of-war fish,Physalier
789,Psenes maculatus,Silver driftfish,Ps_ne macul‚e
790,Tetragonurus atlanticus,Bigeye squaretail,Tetragonure gris
791,Tetragonurus cuvieri,Smalleye squaretail,Tetragonurus cuvieri
792,Lagocephalus lagocephalus,Oceanic puffer,Orbe ‚toil‚
793,Chilomycterus schoepfi,Striped burrfish,Atinga bariol‚
794,Lactophrys trigonus,Trunkfish,Coffre tubercule
795,Scopelogadus beanii,Beans blueback,Poisson-heaume … nez carr‚
796,Scopeloberyx opisthopterus,Scopeloberyx opisthopterus,Scopeloberyx opisthopterus
797,Poromitra megalops,Poromitra megalops,Poromitra megalops
798,Melamphaes microps,Melamphaes microps,Melamphaes microps
799,Poromitra capito,Poromitra capito,Poromitra capito
800,Poromitra crassiceps,Poromitra crassiceps,Poromitra crassiceps
801,Trachinocephalus myops,Snakefish,Poisson-l‚zard paille
802,Beryciformes o.,Berycoid fish,Barbudos
803,Rachycentron canadum,Cobia,Cobia
804,Gobiidae f.,"Gobies,unidentified",Gobiidae f.
805,Symphurus sp.,Tonguefish,Symphurus sp.
806,Dactylopterus volitans,Flying gurnard,Dactylopt_re
807,Saurida normani,Shortjaw lizardfish,Saurida normani
808,Synodus synodus,Red lizardfish,Synodus synodus
809,Lactophrys triqueter,Smooth trunkfish,Coffre lisse
810,Amphelikturus dendriticus,Pipehorse,Amphelikturus dendriticus
811,Myctophiformes o.,Myctophiformes,Poissons de profondeur
812,Synodus sp.,Synodus sp.,Synodus sp.
813,Ariomma sp.,Ariomma sp.,Ariomma sp.
814,Bathysaurus ferox,Bathysaurus ferox,Bathysaurus ferox
815,Eutaeniophorus sp.,Eutaeniophorus sp.,Eutaeniophorus sp.
816,Symphurus pterospilotus,Tongue fish,Symphurus pterospilotus
817,Leptostomias sp.,Leptostomias sp.,Leptostomias sp.
818,Aristostomias tittmanni,Aristostomias tittmanni,Aristostomias tittmanni
819,Malacosteidae f.,Loosejaws (ns),Dragues
820,Cubiceps pauciradiatus,Cubiceps pauciradiatus,Pompile paucirayonn‚
821,Nomeidae f.,Driftfishes,Nomeidae f.
822,Psenes pellucidus,Psenes pellucidus,Pompile … nageoires bleues
823,Sargocentron bullisi,Sargocentron bullisi,Sargocentron bullisi
824,Benthodesmus tenuis,Benthodesmus tenuis,Sabre d'argent … petits yeux
825,Stomias affinis,Stomias affinis,Stomias affinis
826,Canthidermis sufflamen,Ocean triggerfish,Poissons-lime
827,Sphoeroides sp.,Puffer,Sphoeroides sp.
828,Holanthias martinicensis,Roughtongue bass,Holanthias martinicensis
829,Paraconger caudilimbatus,Margintail conger,Paraconger caudilimbatus
830,Acanthocybium solanderi,Wahoo,Acanthocybium solanderi
831,Bregmaceros macclellandi,Bregmaceros macclellandi,Bregmaceros macclellandi
832,Saurida carribbea,Saurida carribbea,Saurida carribbea
833,Saurida brasiliensis,"Lizardfish,largescale",Sauride … grandes ‚cailles
834,Etrumeus sadina,Etrumeus sadina,Etrumeus sadina
835,Makaira indica,Black marlin,Makaira indica
836,Anchoa lamprotaenia,Anchoa lamprotaenia,Anchoa lamprotaenia
837,Albula sp.,Albula sp.,Albula sp.
838,Gordiichthys leibyi,Gordiichthys leibyi,Gordiichthys leibyi
839,Letharchus aliculatus,Letharchus aliculatus,Letharchus aliculatus
840,Tetrapturus pfluegeri,Longbill spearfish,Tetrapturus pfluegeri
841,Lampetra japonica,Lampetra japonica,Lampetra japonica
842,Lampetra lamottei,Lampetra lamottei,Lampetra lamottei
843,Jenkinsia lamprotaenia,Dwarf herring,Jenkinsia lamprotaenia
844,Halieutichthys aculeatus,Spiny batfish,Chauve-souris ‚pineuse
845,LYCODES EUDIPLEUROSTICTUS,EELPOUT (NS),
846,THUNNUS ATLANTICUS,BLACKFIN TUNA,
847,EUSTOMIAS BRAUERI,EUSTOMIAS BRAUERI,
848,EUSTOMIAS LONGIBARBA,EUSTOMIAS LONGIBARBA,
849,EUSTOMIAS SILVESCENS,EUSTOMIAS SILVESCENS,
850,Scopelosaurus mauli,Scopelosaurus mauli,Scopelosaurus mauli
851,Carassius auratus,Carassius auratus,Carassius auratus
852,Chrosomus eos,Chrosomus eos,Chrosomus eos
853,Chrosomus neogaeus,Chrosomus neogaeus,Chrosomus neogaeus
854,Couesius plumbeus,Lake chub,M‚n‚ de lac
855,Microdesmidae f.,Microdesmidae f.,Microdesmidae f.
856,Notemigomus crysoleucas,Notemigomus crysoleucas,Notemigomus crysoleucas
857,EUSTOMIAS SIMPLEX,EUSTOMIAS SIMPLEX,
858,PACHYSTOMIAS MICRODON,PACHYSTOMIAS MICRODON,
859,MELANOSTOMIAS SP.,MELANOSTOMIAS SP.,
860,Bolinichthys sp.,Bolinichthys sp.,Bolinichthys sp.
861,Hygophum sp.,Hygophum sp.,Hygophum sp.
862,Dicrolene intronigra,Dicrolene intronigra,Dicrolene intronigra
863,Bathypterois quadrifilis,Bathypterois quadrifilis,Cran-tactile losange
864,LYCODES ATLANTICUS,LYCODES ATLANTICUS,
865,Aldrovandia phalacra,Aldrovandia phalacra,Aldrovandia phalacra
866,Xenolepidichthys dalgleishi,Xenolepidichthys dalgleishi,Xenolepidichthys dalgleishi
867,Gigantactis vanhoeffeni,Gigantactis vanhoeffeni,Gigantactis vanhoeffeni
868,Paraliparis calidus,Seasnail,Limace ardente
869,Paraliparis garmani,Seasnail,Paraliparis garmani
870,Monomitopus agassizi,Monomitopus agassizi,Monomitopus agassizi
871,Scopelogadus mizolepis,Scopelogadus mizolepis,Scopelogadus mizolepis
872,Melanostomias melanopogon,Melanostomias melanopogon,Melanostomias melanopogon
873,Rypticus sp.,Rypticus sp.,Rypticus sp.
874,Leptostomias gladiator,Leptostomias gladiator,Leptostomias gladiator
875,Astronesthes gemmifer,Astronesthes gemmifer,Astronesthes gemmifer
