"date","zone","tow.number","tow.id","valid","station.type","captain","start.time.logbook","stop.time.logbook","start.time","stop.time","haul.time","liftoff.time","longitude","latitude","longitude.start","longitude.stop","latitude.start","latitude.stop","longitude.start.logbook","longitude.stop.logbook","latitude.start.logbook","latitude.stop.logbook","depth","bottom.temperature","warp","swept.area","swept.area.method","groundfish.sample","water.sample","comment"
"2024-07-17","12",8,"GP216F",1,"free","Ghislain Bourgeois","14:29:25","14:34:24","14:29:03","        ","","14:34:29",NA,NA,-6223.0926,-6222.8017,4745.4642,4745.4692,-6223.073,-6222.801,4745.4639,4745.4692,34,0.48,100,2809,"model",0,NA,"Accrochages ~ 2.1 kts"
"2024-07-17","12",9,"GP228F",1,"free","Ghislain Bourgeois","15:39:20","15:44:20","15:39:16","        ","15:47:22","15:44:28",NA,NA,-6212.8063,-6212.5304,4743.5037,4743.5095,-6212.803,-6212.53,4743.5038,4743.5095,31,0.36,100,2457,"model",0,NA,"Stable ~ 2.1 kts"
"2024-07-17","12",10,"GP242F",1,"free","Ghislain Bourgeois","17:20:52","17:25:53","17:20:31","        ","17:28:27","17:26:02",NA,NA,-6157.9864,-6157.7052,4742.4268,4742.4745,-6157.969,-6157.705,4742.4292,4742.4745,22,1.35,75,2869,"model",0,NA,"Accrochages ~ 2.2 kts"
"2024-07-17","12",11,"GP253F",1,"free","Ghislain Bourgeois","17:58:06","18:03:07","17:58:04","        ","18:05:32","18:03:14",NA,NA,-6156.3609,-6156.3746,4741.7162,4741.8998,-6156.36,-6156.374,4741.7171,4741.8998,21,2.05,75,2913,"model",0,NA,"Stable ~ 2.1 kts"
"2024-07-17","12",12,"GP239F",1,"fixed","Ghislain Bourgeois","19:00:23","19:05:24","19:00:11","        ","19:07:12","19:05:29",NA,NA,-6201.739,-6201.7037,4737.5688,4737.7583,-6201.737,-6201.703,4737.5764,4737.7583,20,1.35,50,2196,"model",0,NA,"Accrochages ~ 2.1 kts"
"2024-07-17","12",13,"GP224F",1,"free","Ghislain Bourgeois","20:24:35","20:29:35","20:24:35","        ","20:32:05","20:29:43",NA,NA,-6212.8566,-6212.722,4738.8893,4739.0478,-6212.856,-6212.722,4738.8893,4739.0478,29,0.36,75,2183,"model",0,NA,"Stable ~ 2.1 kts"
"2024-07-18","12",1,"GP219F",1,"free","Ghislain Bourgeois","05:23:00","05:28:01","05:22:48","        ","05:31:13","05:28:14",NA,NA,-6221.8905,-6221.6969,4722.7892,4722.9356,-6221.883,-6221.696,4722.7957,4722.9356,30,0.4,100,2763,"average",0,NA,"Accrochages ~ 2.1 kts"
"2024-07-18","12",2,"GP212F",1,"free","Ghislain Bourgeois","06:41:05","06:46:06","06:40:46","        ","06:49:01","06:46:10",NA,NA,-6227.0321,-6226.8167,4718.8797,4719.0058,-6227.02,-6226.816,4718.8881,4719.0058,33,0.4,100,2960,"average",0,NA,"Stable ~ 2.1 kts"
"2024-07-18","12",3,"GP221F",1,"free","Ghislain Bourgeois","08:31:21","08:36:20","08:31:20","        ","08:39:41","08:36:26",NA,NA,-6224.9885,-6224.8395,4707.2758,4707.4372,-6224.987,-6224.839,4707.2765,4707.4372,32,0.2,100,2879,"average",0,NA,"Stable ~ 2.1 kts"
"2024-07-18","12",4,"GP232F",1,"free","Ghislain Bourgeois","10:06:07","10:11:08","10:06:08","        ","10:12:50","10:11:14",NA,NA,-6211.7058,-6211.4778,4708.7714,4708.8709,-6211.706,-6211.477,4708.771,4708.8709,20,1.37,50,3600,"model",0,NA,"Stable ~ 2.2 kts"
"2024-07-25","12",1,"GP245F",1,"free","Ghislain Bourgeois","05:20:33","05:25:35","05:20:11","        ","05:29:19","05:25:45",NA,NA,-6158.8293,-6158.8448,4648.8806,4649.0745,-6158.833,-6158.844,4648.8941,4649.0745,40,0.27,125,3419,"model",0,NA,"Stable ~ 2.1 kts"
"2024-07-25","12",2,"GP248F",1,"free","Ghislain Bourgeois","06:34:07","06:39:05","06:34:07","        ","06:42:43","06:39:13",NA,NA,-6158.3237,-6158.1985,4643.861,4644.0193,-6158.323,-6158.198,4643.861,4644.0193,45,0.59,125,3115,"model",0,NA,"Stable ~ 2.1 kts"
"2024-07-25","12",3,"GP263F",1,"free","Ghislain Bourgeois","07:34:48","07:39:49","07:34:42","        ","07:42:33","07:39:55",NA,NA,-6152.0949,-6151.8323,4646.2947,4646.2523,-6152.09,-6151.832,4646.2942,4646.2523,38,0.45,100,2765,"model",0,NA,"Stable ~ 2.1 kts"
"2024-07-25","12",4,"GP259F",1,"free","Ghislain Bourgeois","08:46:59","08:52:00","08:46:22","        ","08:54:45","08:52:04",NA,NA,-6153.4266,-6153.1263,4640.8397,4640.7887,-6153.395,-6153.126,4640.8358,4640.7887,31,0.79,100,2736,"average",0,NA,"Stable ~ 2.1 kts"
"2024-07-25","12",5,"GP292F",1,"free","Ghislain Bourgeois","10:11:36","10:15:58","10:11:22","        ","10:18:42","10:18:12",NA,NA,-6157.6915,-6157.4531,4633.7236,4633.7483,-6157.678,-6157.453,4633.7243,4633.7483,27,1.35,75,1843,"model",0,NA,"Accroche avant 5 minutes - accroche et force ~ 2.1 kts"
"2024-07-25","12",6,"GP265F",1,"free","Ghislain Bourgeois","16:59:49","17:04:52","16:59:38","        ","17:07:38","17:04:58",NA,NA,-6203.97,-6204.1695,4636.4638,4636.6111,-6203.977,-6204.169,4636.4698,4636.6111,31,1.08,100,2704,"model",0,NA,"Accrochages ~ 2.1 kts"
"2024-07-25","12",7,"GP234F",1,"free","Ghislain Bourgeois","18:12:24","18:17:25","18:12:15","        ","18:19:52","18:17:30",NA,NA,-6214.135,-6214.2014,4635.0869,4635.2768,-6214.137,-6214.201,4635.0926,4635.2768,28,1.39,75,2008,"model",0,NA,"Stable ~ 2.1 kts"
"2024-07-25","12",8,"GP226F",0,"free","Ghislain Bourgeois","19:23:57","19:28:55","        ","        ","19:31:59","        ",NA,NA,NA,NA,NA,NA,-6212.623,-6212.565,4642.2404,4642.4267,37,0.63,100,NA,"",0,NA,"Chalut déchiré (belly) - accroche et force ~ 2.1 kts"
"2024-07-26","12",1,"GP233F",1,"fixed","Ghislain Bourgeois","05:36:37","05:41:50","05:36:37","        ","05:45:13","05:41:50",NA,NA,-6210.3383,-6210.1176,4649.3574,4649.47,-6212.564,-6210.119,4642.4287,4649.464,44,0.35,125,3303,"model",0,NA,"Start and mid coordinate no good. gps was not synced. - stable ~ 2.1 kts"
"2024-07-26","12",2,"GP226FR1",0,"free","Ghislain Bourgeois","19:29:18","19:29:22","        ","        ","07:11:43","        ",NA,NA,NA,NA,NA,NA,-6214.093,-6213.926,4641.755,4641.798,32,0.76,100,NA,"",0,NA,"Accroche avant 5 minutes - accroche et force ~ 2.1 kts"
"2024-07-26","12",3,"GP220F",1,"fixed","Ghislain Bourgeois","08:41:03","08:46:04","08:40:57","        ","08:48:53","08:46:12",NA,NA,-6218.1676,-6217.8935,4643.8496,4643.8432,-6218.162,-6217.893,4643.8494,4643.8432,36,0.67,100,3124,"model",0,NA,"Stable ~ 2.1 kts"
"2024-07-26","12",4,"GP214F",1,"free","Ghislain Bourgeois","09:55:45","10:00:47","09:55:27","        ","10:03:33","10:00:52",NA,NA,-6222.5412,-6222.2617,4638.2895,4638.261,-6222.524,-6222.261,4638.2879,4638.261,33,0.83,100,2988,"model",0,NA,"Stable ~ 2.1 kts"
"2024-07-26","12",5,"GP192F",1,"free","Ghislain Bourgeois","11:28:00","11:33:01","11:27:47","        ","11:35:12","11:33:08",NA,NA,-6232.4249,-6232.1585,4636.8355,4636.7708,-6232.413,-6232.158,4636.8325,4636.7708,27,1.03,75,2690,"model",0,NA,"Stable ~ 2.1 kts"
"2024-07-26","12",6,"GP197F",1,"free","Ghislain Bourgeois","12:20:42","12:25:46","12:20:26","        ","12:27:53","12:25:53",NA,NA,-6234.8269,-6234.548,4639.7726,4639.7257,-6234.814,-6234.548,4639.77,4639.7257,29,0.95,75,2489,"model",0,NA,"Stable ~ 2.1 kts"
"2024-07-26","12",7,"GP189F",1,"free","Ghislain Bourgeois","13:42:19","13:47:19","13:42:13","        ","13:49:47","13:47:27",NA,NA,-6240.5827,-6240.3066,4634.7026,4634.6558,-6240.577,-6240.306,4634.7011,4634.6558,25,1.27,75,3049,"model",0,NA,"Stable ~ 2.1 kts"
"2024-07-26","12",8,"GP162F",1,"free","Ghislain Bourgeois","15:04:11","15:09:12","15:04:05","        ","15:11:39","15:09:13",NA,NA,-6250.8861,-6250.7757,4636.5985,4636.4299,-6250.884,-6250.775,4636.5947,4636.4299,29,1.27,75,2498,"model",0,NA,"Stable ~ 2.1 kts"
"2024-07-26","12",9,"GP174F",1,"free","Ghislain Bourgeois","17:44:37","17:49:37","17:44:37","        ","17:51:51","17:49:43",NA,NA,-6247.279,-6247.2679,4640.1025,4639.9138,-6247.279,-6247.267,4640.1025,4639.9138,27,1.07,75,2379,"model",0,NA,"Accrochages ~ 2.1 kts"
"2024-07-27","12",1,"GP170F",1,"free","Ghislain Bourgeois","05:26:55","05:31:56","05:26:51","        ","05:34:51","05:32:02",NA,NA,-6252.6515,-6252.6259,4642.4795,4642.2971,-6252.651,-6252.625,4642.4768,4642.2971,29,0.95,100,2522,"model",0,NA,"Stable ~ 2.1 kts"
"2024-07-27","12",2,"GP154F",1,"free","Ghislain Bourgeois","07:04:41","07:09:44","07:04:36","        ","07:11:29","07:09:46",NA,NA,-6304.055,-6303.9195,4636.3319,4636.1703,-6304.052,-6303.919,4636.3292,4636.1703,25,1.27,75,2280,"model",0,NA,"Stable ~ 2.1 kts"
"2024-07-27","12",3,"GP133F",1,"fixed","Ghislain Bourgeois","08:02:37","08:07:39","08:02:22","        ","08:09:51","08:07:43",NA,NA,-6310.2276,-6310.1828,4637.4492,4637.2636,-6310.226,-6310.182,4637.4406,4637.2636,24,1.39,75,2122,"model",0,NA,"Stable ~ 2.1 kts"
"2024-07-27","12",4,"GP141F",1,"free","Ghislain Bourgeois","08:59:07","09:04:09","08:58:54","        ","09:06:10","09:04:13",NA,NA,-6306.96,-6306.9376,4640.713,4640.5214,-6306.959,-6306.937,4640.7052,4640.5214,26,1.23,75,2165,"model",0,NA,"Stable ~ 2.1 kts"
"2024-07-27","12",5,"GP128F",0,"free","Ghislain Bourgeois","10:07:23","10:12:23","        ","        ","10:14:38","        ",NA,NA,NA,NA,NA,NA,-6311.717,-6311.904,4644.2045,4644.0586,26,NA,75,NA,"",0,NA,"Chalut déchiré (poche) - accrochages ~ 2.1 kts"
"2024-07-27","12",6,"GP128FR1",1,"fixed","Ghislain Bourgeois","11:07:45","11:12:46","11:07:36","        ","11:14:59","11:12:52",NA,NA,-6310.3027,-6310.5347,4645.4113,4645.296,-6310.309,-6310.534,4645.4085,4645.296,27,1.03,75,2824,"model",0,NA,"Stable ~ 2.1 kts"
"2024-07-27","12",7,"GP123F",1,"fixed","Ghislain Bourgeois","12:34:02","12:39:02","12:33:59","        ","12:41:14","12:39:05",NA,NA,-6309.9884,-6310.2709,4652.1944,4652.1868,-6309.991,-6310.27,4652.1942,4652.1868,31,0.55,100,2827,"model",0,NA,"Accrochages ~ 2.1 kts"
"2024-07-27","12",8,"GP147F",1,"free","Ghislain Bourgeois","13:54:38","13:59:39","13:54:17","        ","14:02:26","13:59:31",NA,NA,-6300.8706,-6300.6593,4653.1657,4653.3008,-6300.855,-6300.659,4653.174,4653.3008,32,0.43,100,3133,"model",0,NA,"Stable ~ 2.1 kts"
"2024-07-27","12",9,"GP149F",1,"fixed","Ghislain Bourgeois","14:57:49","15:02:50","14:57:44","        ","15:05:31","15:02:56",NA,NA,-6300.8452,-6301.038,4655.3736,4655.5051,-6300.848,-6301.038,4655.3757,4655.5051,33,0.59,100,2954,"model",0,NA,"Stable ~ 2.1 kts"
"2024-07-27","12",10,"GP158F",1,"free","Ghislain Bourgeois","15:56:14","16:01:14","15:56:03","        ","16:03:43","16:01:19",NA,NA,-6255.0395,-6255.2288,4656.5193,4656.6529,-6255.046,-6255.228,4656.5239,4656.6529,33,0.59,100,2536,"model",0,NA,"Stable ~ 2.1 kts"
"2024-07-27","12",11,"GP159F",1,"free","Ghislain Bourgeois","18:20:20","18:25:20","18:20:15","        ","18:27:53","18:25:25",NA,NA,-6250.063,-6250.2569,4649.9203,4650.0541,-6250.065,-6250.256,4649.9228,4650.0541,33,0.47,100,2621,"model",0,NA,"Stable ~ 2.1 kts"
"2024-07-27","12",12,"GP184F",1,"free","Ghislain Bourgeois","19:32:52","19:37:53","19:32:46","        ","19:40:53","19:37:57",NA,NA,-6241.0677,-6241.2975,4649.3107,4649.4164,-6241.072,-6241.297,4649.312,4649.4164,31,0.8,100,2338,"model",0,NA,"Stable ~ 2.1 kts"
"2024-07-28","12",1,"GP202F",0,"free","Ghislain Bourgeois","05:33:18","05:38:19","        ","        ","05:41:10","        ",NA,NA,NA,NA,NA,NA,-6229.817,-6229.545,4647.9461,4647.9629,33,0.63,100,NA,"",0,NA,"Chalut déchiré (aile et poche) - accrochages ~ 2.1 kts"
"2024-07-28","12",2,"GP202FR1",1,"free","Ghislain Bourgeois","06:30:48","06:35:50","06:30:42","        ","06:38:40","06:35:51",NA,NA,-6231.095,-6230.8483,4647.1301,4647.1993,-6231.09,-6230.848,4647.1321,4647.1993,33,0.63,100,2293,"model",0,NA,"Stable ~ 2.1 kts"
"2024-07-28","12",3,"GP206F",1,"free","Ghislain Bourgeois","07:48:48","07:53:47","07:48:35","        ","07:56:26","07:53:53",NA,NA,-6226.4392,-6226.1952,4652.3727,4652.4653,-6226.429,-6226.195,4652.3769,4652.4653,35,0.55,100,2810,"model",0,NA,"Stable ~ 2.1 kts"
"2024-07-28","12",4,"GP198F",0,"free","Ghislain Bourgeois","09:07:09","09:12:11","        ","        ","09:15:09","        ",NA,NA,NA,NA,NA,NA,-6232.473,-6232.218,4656.0686,4656.1626,35,0.59,100,NA,"",0,NA,"Chalut déchiré (belly) - accrochages ~ 2.1 kts"
"2024-07-28","12",5,"GP198FR1",1,"fixed","Ghislain Bourgeois","10:26:57","10:31:57","10:26:48","        ","10:34:37","10:31:59",NA,NA,-6231.1121,-6230.8373,4656.4887,4656.5177,-6231.104,-6230.837,4656.4896,4656.5177,35,0.55,100,3196,"model",0,NA,"Stable ~ 2.1 kts"
"2024-07-28","12",6,"GP176F",0,"free","Ghislain Bourgeois","12:11:08","12:16:08","        ","        ","12:19:15","        ",NA,NA,NA,NA,NA,NA,-6244.199,-6243.921,4655.3085,4655.3275,34,0.55,100,NA,"",0,NA,"Chalut déchiré (poche) - accrochages ~ 2.1 kts"
"2024-07-28","12",7,"GP176FR1",0,"free","Ghislain Bourgeois","13:02:12","13:07:13","        ","        ","13:10:18","        ",NA,NA,NA,NA,NA,NA,-6242.261,-6241.977,4655.405,4655.4032,34,0.55,100,NA,"",0,NA,"Chalut déchiré (poche et belly) - accrochages ~ 2.1 kts"
"2024-07-28","12",8,"GP176FR2",1,"free","Ghislain Bourgeois","14:37:18","14:42:19","14:36:41","        ","14:45:00","14:42:24",NA,NA,-6246.7195,-6246.4183,4659.34,4659.3169,-6246.685,-6246.418,4659.3387,4659.3169,34,0.47,100,2893,"average",0,NA,"Stable ~ 2.1 kts"
"2024-07-28","12",9,"GP179F",1,"free","Ghislain Bourgeois","15:40:26","15:45:27","15:40:19","        ","15:48:20","15:45:27",NA,NA,-6241.5026,-6241.2302,4700.8099,4700.8085,-6241.496,-6241.23,4700.81,4700.8085,36,0.43,100,2750,"average",0,NA,"Stable ~ 2.1 kts"
"2024-07-28","12",10,"GP163F",1,"fixed","Ghislain Bourgeois","17:15:13","17:20:13","17:15:11","        ","17:23:01","17:20:20",NA,NA,-6253.013,-6252.7397,4705.9236,4705.9319,-6253.011,-6252.739,4705.9237,4705.9319,31,0.51,100,2783,"average",0,NA,"Stable ~ 2.1 kts"
"2024-07-28","12",11,"GP164F",1,"free","Ghislain Bourgeois","18:18:59","18:24:00","18:18:57","        ","18:26:41","18:24:07",NA,NA,-6252.8312,-6252.6119,4710.0065,4710.1176,-6252.829,-6252.611,4710.0074,4710.1176,32,0.72,100,2277,"model",0,NA,"Stable ~ 2.1 kts"
"2024-07-28","12",12,"GP151F",1,"free","Ghislain Bourgeois","19:20:30","19:25:29","19:20:32","        ","19:28:19","19:25:32",NA,NA,-6300.4823,-6300.4472,4711.1377,4711.3205,-6300.482,-6300.447,4711.1363,4711.3205,33,0.35,100,2678,"average",0,NA,"Stable ~ 2.1 kts"
"2024-07-29","12",1,"GP150F",1,"free","Ghislain Bourgeois","06:01:09","06:06:11","06:01:01","        ","06:08:39","06:06:16",NA,NA,-6305.666,-6305.4248,4705.762,4705.8623,-6305.66,-6305.424,4705.7654,4705.8623,34,0.35,100,3246,"model",0,NA,"Stable ~ 2.1 kts"
"2024-07-29","12",2,"GP127F",1,"free","Ghislain Bourgeois","07:38:25","07:43:24","07:38:15","        ","07:46:15","07:43:29",NA,NA,-6312.1362,-6311.9576,4657.3556,4657.5009,-6312.13,-6311.957,4657.36,4657.5009,32,0.31,100,2594,"model",0,NA,"Stable ~ 2.1 kts"
"2024-07-29","12",3,"GP125F",1,"free","Ghislain Bourgeois","08:43:13","08:48:13","08:42:55","        ","08:51:00","08:48:19",NA,NA,-6317.2771,-6317.0699,4700.4846,4700.617,-6317.265,-6317.069,4700.4911,4700.617,32,0.47,100,2743,"model",0,NA,"Stable ~ 2.1 kts"
"2024-07-29","12",4,"GP113F",1,"fixed","Ghislain Bourgeois","09:58:50","10:03:51","09:58:32","        ","10:06:06","10:03:55",NA,NA,-6326.4557,-6326.2582,4658.0507,4658.1987,-6326.445,-6326.258,4658.0585,4658.1987,26,1.03,75,2915,"model",0,NA,"Stable ~ 2.1 kts"
"2024-07-29","12",5,"GP099F",1,"free","Ghislain Bourgeois","11:46:30","11:51:31","11:46:17","        ","11:53:49","11:51:37",NA,NA,-6325.1326,-6324.9131,4647.2657,4647.3896,-6325.123,-6324.913,4647.2711,4647.3896,24,1.27,75,2082,"model",0,NA,"Stable ~ 2.1 kts"
"2024-07-29","12",6,"GP094F",0,"free","Ghislain Bourgeois","12:56:12","13:01:12","        ","        ","13:02:41","        ",NA,NA,NA,NA,NA,NA,-6334.009,-6333.728,4646.6153,4646.5996,20,2.44,50,NA,"",0,NA,"Chalut déchiré (aile et belly) - accrochages ~ 2.1 kts"
"2024-07-29","12",7,"GP094FR1",1,"free","Ghislain Bourgeois","14:14:13","14:19:14","14:13:55","        ","14:21:30","14:19:18",NA,NA,-6330.9695,-6330.6882,4647.0251,4646.9923,-6330.953,-6330.688,4647.024,4646.9923,22,1.98,75,2012,"model",0,NA,"Stable ~ 2.1 kts"
"2024-07-29","12",8,"GP084F",1,"free","Ghislain Bourgeois","15:49:35","15:54:34","15:49:26","        ","15:56:36","15:54:40",NA,NA,-6335.4546,-6335.2103,4655.8892,4655.7958,-6335.448,-6335.21,4655.8858,4655.7958,25,1.39,75,1763,"model",0,NA,"Stable ~ 2.1 kts"
"2024-07-29","12",9,"GP077F",1,"fixed","Ghislain Bourgeois","17:01:22","17:06:22","17:01:21","        ","17:08:27","17:06:25",NA,NA,-6343.4174,-6343.6915,4656.3721,4656.3555,-6343.418,-6343.691,4656.372,4656.3555,22,2.45,75,3015,"model",0,NA,"Accrochages ~ 2.1 kts"
"2024-07-29","12",10,"GP068F",1,"free","Ghislain Bourgeois","18:26:56","18:31:56","18:26:42","        ","18:34:43","18:32:01",NA,NA,-6342.1792,-6342.1381,4705.3153,4705.5068,-6342.178,-6342.138,4705.3235,4705.5068,29,1.19,100,2929,"model",0,NA,"Stable ~ 2.1 kts"
"2024-07-29","12",11,"GP088F",1,"free","Ghislain Bourgeois","19:34:13","19:39:12","19:34:01","        ","19:42:08","19:39:16",NA,NA,-6333.4345,-6333.3834,4706.3545,4706.5497,-6333.432,-6333.383,4706.3625,4706.5497,30,0.83,100,2881,"model",0,NA,"Stable ~ 2.1 kts"
"2024-07-29","12",12,"GP106F",0,"free","Ghislain Bourgeois","20:42:29","20:47:30","        ","        ","20:50:24","        ",NA,NA,NA,NA,NA,NA,-6325.444,-6325.167,4704.8976,4704.846,30,0.83,100,NA,"",0,NA,"Chalut déchiré (poche) - accrochages ~ 2.1 kts"
"2024-07-30","12",1,"GP124F",1,"free","Ghislain Bourgeois","05:33:53","05:38:54","05:33:44","        ","05:41:37","05:38:59",NA,NA,-6314.924,-6314.708,4710.4936,4710.6097,-6314.917,-6314.708,4710.4966,4710.6097,37,0.55,100,2885,"model",0,NA,"Stable ~ 2.1 kts"
"2024-07-30","12",2,"GP105F",0,"free","Ghislain Bourgeois","06:48:48","06:53:48","        ","        ","06:56:36","        ",NA,NA,NA,NA,NA,NA,-6323.399,-6323.174,4709.0619,4709.1682,30,0.39,100,NA,"",0,NA,"Chalut déchiré (poche) - accrochages ~ 2.1 kts"
"2024-07-30","12",3,"GP105FR1",0,"free","Ghislain Bourgeois","07:42:20","07:47:20","        ","        ","07:49:43","        ",NA,NA,NA,NA,NA,NA,-6323.826,-6323.607,4707.9571,4708.0783,28,0.67,75,NA,"",0,NA,"Chalut déchiré (poche et belly) - accrochages ~ 2.1 kts"
"2024-07-30","12",4,"GP105FR2",1,"free","Ghislain Bourgeois","08:39:59","08:44:59","08:40:10","        ","08:47:28","08:45:02",NA,NA,-6320.9606,-6320.7498,4710.2609,4710.3656,-6320.968,-6320.749,4710.256,4710.3656,33,0.28,100,1700,"model",0,NA,"Stable ~ 2.1 kts"
"2024-07-30","12",5,"GP106FR1",0,"free","Ghislain Bourgeois","10:02:25","10:07:24","        ","        ","10:09:59","        ",NA,NA,NA,NA,NA,NA,-6325.043,-6324.839,4704.3724,4704.511,30,0.87,100,NA,"",0,NA,"Chalut brisé - accrochages ~ 2.1 kts"
"2024-07-30","12",6,"GP080F",0,"free","Ghislain Bourgeois","11:55:08","12:00:10","        ","        ","12:02:41","        ",NA,NA,NA,NA,NA,NA,-6328.726,-6328.494,4711.2336,4711.3434,30,0.39,100,NA,"",0,NA,"Chalut déchiré (poche) - accrochages ~ 2.1 kts"
"2024-07-30","12",7,"GP080FR1",0,"free","Ghislain Bourgeois","13:16:15","13:21:18","        ","        ","13:23:51","        ",NA,NA,NA,NA,NA,NA,-6327.869,-6327.791,4711.7521,4711.9453,32,0.31,100,NA,"",0,NA,"Chalut déchiré (belly) - accrochages ~ 2.1 kts"
"2024-07-30","12",8,"GP080FR2",1,"free","Ghislain Bourgeois","14:26:12","14:31:11","14:26:00","        ","14:33:58","14:31:19",NA,NA,-6329.9691,-6329.8777,4712.4635,4712.6477,-6329.964,-6329.877,4712.4705,4712.6477,30,0.55,100,2919,"model",0,NA,"Stable ~ 2.1 kts"
"2024-07-30","12",9,"GP076F",1,"free","Ghislain Bourgeois","15:49:35","15:54:35","15:49:48","        ","15:57:06","15:54:40",NA,NA,-6338.5127,-6338.4884,4714.0194,4714.1965,-6338.513,-6338.488,4714.0113,4714.1965,36,0.31,100,3175,"model",0,NA,"Stable ~ 2.1 kts"
"2024-07-30","12",10,"GP061F",1,"free","Ghislain Bourgeois","16:58:08","17:03:11","16:57:58","        ","17:05:53","17:03:16",NA,NA,-6345.9861,-6345.9181,4711.5526,4711.7421,-6345.985,-6345.918,4711.5583,4711.7421,30,0.73,100,2831,"model",0,NA,"Stable ~ 2.1 kts"
"2024-07-30","12",11,"GP049F",1,"free","Ghislain Bourgeois","18:06:25","18:11:25","18:06:11","        ","18:13:36","18:11:32",NA,NA,-6350.5338,-6350.407,4708.7483,4708.9258,-6350.529,-6350.407,4708.7565,4708.9258,22,1.83,75,2367,"model",0,NA,"Stable ~ 2.1 kts"
"2024-07-30","12",12,"GP024F",1,"fixed","Ghislain Bourgeois","20:13:14","20:18:15","20:13:02","        ","20:20:15","20:18:26",NA,NA,-6410.1937,-6410.1033,4710.3057,4710.4851,-6410.191,-6410.103,4710.3119,4710.4851,21,1.74,75,1783,"model",0,NA,"Stable ~ 2.1 kts"
"2024-07-31","12",1,"GP026F",1,"free","Ghislain Bourgeois","05:43:04","05:48:05","05:42:43","        ","05:50:16","05:48:12",NA,NA,-6411.4966,-6411.2736,4705.1196,4705.245,-6411.482,-6411.273,4705.1287,4705.245,21,1.74,75,2815,"model",0,NA,"Stable ~ 2.1 kts"
"2024-07-31","12",2,"GP036F",1,"free","Ghislain Bourgeois","06:43:54","06:48:54","06:43:18","        ","06:50:52","06:49:03",NA,NA,-6407.8125,-6407.6477,4711.6264,4711.8049,-6407.795,-6407.647,4711.6482,4711.8049,21,1.74,75,2614,"average",0,NA,"Stable ~ 2.1 kts"
"2024-07-31","12",3,"GP025F",1,"fixed","Ghislain Bourgeois","08:05:23","08:10:24","08:05:08","        ","08:12:08","08:10:29",NA,NA,-6412.0317,-6411.8189,4718.4488,4718.571,-6412.021,-6411.818,4718.4543,4718.571,26,0.91,75,3304,"model",0,NA,"Stable ~ 2.1 kts"
"2024-07-31","12",4,"GP016F",1,"fixed","Ghislain Bourgeois","09:44:46","09:49:47","09:44:41","        ","09:51:49","09:49:56",NA,NA,-6427.0467,-6426.8169,4717.9211,4718.0156,-6427.043,-6426.816,4717.9226,4718.0156,22,1.51,76,2144,"model",0,NA,"Stable ~ 2.1 kts"
"2024-07-31","12",5,"GP023F",1,"free","Ghislain Bourgeois","11:02:32","11:07:33","11:02:22","        ","11:09:54","11:07:36",NA,NA,-6417.3402,-6417.1083,4721.2009,4721.3093,-6417.332,-6417.108,4721.2051,4721.3093,29,0.93,100,3009,"model",0,NA,"Stable ~ 2.1 kts"
"2024-07-31","12",6,"GP019F",1,"fixed","Ghislain Bourgeois","12:08:59","12:13:59","12:08:41","        ","12:16:27","12:14:05",NA,NA,-6420.7498,-6420.519,4725.929,4726.0467,-6420.736,-6420.519,4725.9366,4726.0467,29,1.19,100,3727,"model",0,NA,"Stable ~ 2.1 kts"
"2024-07-31","12",7,"GP018F",1,"free","Ghislain Bourgeois","13:13:09","13:18:09","13:13:01","        ","13:20:27","13:18:15",NA,NA,-6423.931,-6423.6912,4729.7599,4729.8628,-6423.924,-6423.691,4729.7633,4729.8628,25,2.09,75,2619,"model",0,NA,"Stable ~ 2.1 kts"
"2024-07-31","12",8,"GP028F",1,"free","Ghislain Bourgeois","14:45:57","14:50:56","14:45:47","        ","14:53:35","14:51:01",NA,NA,-6411.023,-6410.8183,4732.343,4732.4713,-6411.015,-6410.818,4732.3468,4732.4713,35,0.86,100,2699,"model",0,NA,"Stable ~ 2.1 kts"
"2024-07-31","12",9,"GP044F",0,"free","Ghislain Bourgeois","16:22:24","16:27:23","        ","        ","16:29:02","        ",NA,NA,NA,NA,NA,NA,-6405.366,-6405.242,4724.6198,4724.791,20,1.74,50,NA,"",0,NA,"Chalut déchiré (poche et belly) - accrochages ~ 2.1 kts"
"2024-07-31","12",10,"GP044FR1",1,"free","Ghislain Bourgeois","17:15:08","17:20:09","17:15:07","        ","17:21:34","17:20:11",NA,NA,-6405.5091,-6405.3535,4725.0486,4725.2054,-6405.508,-6405.353,4725.049,4725.2054,21,1.37,50,1969,"model",0,NA,"Stable ~ 2.1 kts"
"2024-07-31","12",11,"GP046F",1,"free","Ghislain Bourgeois","18:28:43","18:33:43","18:28:33","        ","18:35:46","18:33:49",NA,NA,-6357.195,-6357.0518,4720.014,4720.1814,-6357.19,-6357.051,4720.0193,4720.1814,22,0.99,75,2189,"model",0,NA,"Stable ~ 2.1 kts"
"2024-07-31","12",12,"GP067F",1,"free","Ghislain Bourgeois","19:37:27","19:42:28","19:37:14","        ","19:44:57","19:42:33",NA,NA,-6348.1701,-6347.9905,4722.0718,4722.2227,-6348.163,-6347.99,4722.0786,4722.2227,35,2.25,100,3632,"model",0,NA,"Stable ~ 2.1 kts"
